,District,Year,CompBenchmark,CompYoYChange
567,Old Toronto,2015,602000.0,6.93
568,Old Toronto,2015,602000.0,6.93
569,Old Toronto,2015,603600.0,7.54
570,Old Toronto,2015,603600.0,7.54
571,Old Toronto,2015,607600.0,8.62
572,Old Toronto,2015,607600.0,8.62
573,Old Toronto,2015,609500.0,8.21
574,Old Toronto,2015,609500.0,8.21
575,Old Toronto,2015,612800.0,8.03
576,Old Toronto,2015,612800.0,8.03
577,Old Toronto,2015,613200.0,7.66
578,Old Toronto,2015,613200.0,7.66
579,Old Toronto,2016,617100.0,8.35
580,Old Toronto,2016,617100.0,8.35
581,Old Toronto,2016,621400.0,8.6
582,Old Toronto,2016,621400.0,8.6
583,Old Toronto,2016,633800.0,9.33
584,Old Toronto,2016,633800.0,9.33
585,Old Toronto,2016,646900.0,9.86
586,Old Toronto,2016,646900.0,9.86
587,Old Toronto,2016,666300.0,11.71
588,Old Toronto,2016,666300.0,11.71
589,Old Toronto,2016,676100.0,12.68
590,Old Toronto,2016,676100.0,12.68
591,Old Toronto,2016,682000.0,13.35
592,Old Toronto,2016,682000.0,13.35
593,Old Toronto,2016,685300.0,13.53
594,Old Toronto,2016,685300.0,13.53
595,Old Toronto,2016,690900.0,13.77
596,Old Toronto,2016,690900.0,13.77
597,Old Toronto,2016,705600.0,15.76
598,Old Toronto,2016,705600.0,15.76
599,Old Toronto,2016,713800.0,16.54
600,Old Toronto,2016,713800.0,16.54
601,Old Toronto,2016,720400.0,17.55
602,Old Toronto,2016,720400.0,17.55
603,Old Toronto,2017,720200.0,18.94
604,Old Toronto,2017,720200.0,18.94
605,Old Toronto,2017,737400.0,19.92
606,Old Toronto,2017,737400.0,19.92
607,Old Toronto,2017,778700.0,24.13
608,Old Toronto,2017,778700.0,24.13
609,Old Toronto,2017,817000.0,27.66
610,Old Toronto,2017,817000.0,27.66
611,Old Toronto,2017,830300.0,26.1
612,Old Toronto,2017,830300.0,26.1
613,Old Toronto,2017,829500.0,24.22
614,Old Toronto,2017,829500.0,24.22
615,Old Toronto,2017,807800.0,20.1
616,Old Toronto,2017,807800.0,20.1
617,Old Toronto,2017,790000.0,16.71
618,Old Toronto,2017,790000.0,16.71
619,Old Toronto,2017,787700.0,15.28
620,Old Toronto,2017,787700.0,15.28
621,Old Toronto,2017,790300.0,13.29
622,Old Toronto,2017,790300.0,13.29
623,Old Toronto,2017,791300.0,12.33
624,Old Toronto,2017,791300.0,12.33
625,Old Toronto,2017,793900.0,11.67
626,Old Toronto,2017,793900.0,11.67
627,Old Toronto,2018,794200.0,10.31
628,Old Toronto,2018,794200.0,10.31
629,Old Toronto,2018,807500.0,9.54
630,Old Toronto,2018,807500.0,9.54
631,Old Toronto,2018,817800.0,4.78
632,Old Toronto,2018,817800.0,4.78
633,Old Toronto,2018,830500.0,1.55
634,Old Toronto,2018,830500.0,1.55
635,Old Toronto,2018,839600.0,1.01
636,Old Toronto,2018,839600.0,1.01
637,Old Toronto,2018,840200.0,1.29
638,Old Toronto,2018,840200.0,1.29
639,Old Toronto,2018,838900.0,3.85
640,Old Toronto,2018,838900.0,3.85
641,Old Toronto,2018,838200.0,6.07
642,Old Toronto,2018,838200.0,6.07
643,Old Toronto,2018,841700.0,6.74
644,Old Toronto,2018,841700.0,6.74
645,Old Toronto,2018,845900.0,7.01
646,Old Toronto,2018,845900.0,7.01
647,Old Toronto,2018,844600.0,6.72
648,Old Toronto,2018,844600.0,6.72
649,Old Toronto,2018,845000.0,6.41
650,Old Toronto,2018,845000.0,6.41
651,Old Toronto,2019,840100.0,5.76
652,Old Toronto,2019,840100.0,5.76
653,Old Toronto,2019,852400.0,5.5
654,Old Toronto,2019,852400.0,5.5
655,Old Toronto,2019,863800.0,5.55
656,Old Toronto,2019,863800.0,5.55
657,Old Toronto,2019,873800.0,5.15
658,Old Toronto,2019,873800.0,5.15
659,Old Toronto,2019,879300.0,4.71
660,Old Toronto,2019,879300.0,4.71
661,Old Toronto,2019,882900.0,5.05
662,Old Toronto,2019,882900.0,5.05
663,Old Toronto,2019,886500.0,5.64
664,Old Toronto,2019,886500.0,5.64
665,Old Toronto,2019,887800.0,5.92
666,Old Toronto,2019,887800.0,5.92
667,Old Toronto,2019,890000.0,5.74
668,Old Toronto,2019,890000.0,5.74
669,Old Toronto,2019,897200.0,6.06
670,Old Toronto,2019,897200.0,6.06
671,Old Toronto,2019,903700.0,6.99
672,Old Toronto,2019,903700.0,6.99
673,Old Toronto,2019,907200.0,7.37
674,Old Toronto,2019,907200.0,7.37
675,Old Toronto,2020,913700.0,8.76
676,Old Toronto,2020,913700.0,8.76
677,Old Toronto,2020,932500.0,9.4
678,Old Toronto,2020,932500.0,9.4
679,Old Toronto,2020,955200.0,10.59
680,Old Toronto,2020,955200.0,10.59
681,Old Toronto,2020,964600.0,10.43
682,Old Toronto,2020,964600.0,10.43
683,Old Toronto,2020,966900.0,9.79
684,Old Toronto,2020,966900.0,9.79
685,Old Toronto,2020,952000.0,7.66
686,Old Toronto,2020,952000.0,7.66
687,Old Toronto,2020,967900.0,9.06
688,Old Toronto,2020,967900.0,9.06
689,Old Toronto,2020,971800.0,9.34
690,Old Toronto,2020,971800.0,9.34
691,Old Toronto,2020,971500.0,9.02
692,Old Toronto,2020,971500.0,9.02
693,Old Toronto,2020,962700.0,7.18
694,Old Toronto,2020,962700.0,7.18
695,Old Toronto,2020,958200.0,5.95
696,Old Toronto,2020,958200.0,5.95
697,Old Toronto,2020,952400.0,4.78
698,Old Toronto,2020,952400.0,4.78
699,Old Toronto,2021,961100.0,4.99
700,Old Toronto,2021,961100.0,4.99
701,Old Toronto,2021,990900.0,6.04
702,Old Toronto,2021,990900.0,6.04
703,Old Toronto,2021,1029200.0,7.45
704,Old Toronto,2021,1029200.0,7.45
2346,Old Toronto,2015,478800.0,2.99
2347,Old Toronto,2015,486000.0,4.92
2348,Old Toronto,2015,488200.0,7.12
2349,Old Toronto,2015,484500.0,5.22
2350,Old Toronto,2015,483000.0,4.22
2351,Old Toronto,2015,480600.0,2.21
2352,Old Toronto,2016,479700.0,3.47
2353,Old Toronto,2016,482700.0,4.0
2354,Old Toronto,2016,490900.0,5.2
2355,Old Toronto,2016,499600.0,6.22
2356,Old Toronto,2016,512500.0,7.04
2357,Old Toronto,2016,510000.0,7.69
2358,Old Toronto,2016,516200.0,7.82
2359,Old Toronto,2016,515900.0,6.17
2360,Old Toronto,2016,525800.0,7.72
2361,Old Toronto,2016,546600.0,12.84
2362,Old Toronto,2016,545900.0,13.09
2363,Old Toronto,2016,549600.0,14.39
2364,Old Toronto,2017,564900.0,18.87
2365,Old Toronto,2017,579100.0,20.15
2366,Old Toronto,2017,617900.0,26.05
2367,Old Toronto,2017,643200.0,29.0
2368,Old Toronto,2017,643200.0,25.8
2369,Old Toronto,2017,650500.0,27.85
2370,Old Toronto,2017,631200.0,22.5
2371,Old Toronto,2017,630000.0,22.02
2372,Old Toronto,2017,633700.0,20.26
2373,Old Toronto,2017,647300.0,18.45
2374,Old Toronto,2017,654000.0,19.84
2375,Old Toronto,2017,659000.0,19.93
2376,Old Toronto,2018,657000.0,16.21
2377,Old Toronto,2018,685700.0,18.44
2378,Old Toronto,2018,687000.0,11.14
2379,Old Toronto,2018,702600.0,9.24
2380,Old Toronto,2018,708500.0,10.08
2381,Old Toronto,2018,703600.0,8.15
2382,Old Toronto,2018,704100.0,11.54
2383,Old Toronto,2018,710600.0,13.09
2384,Old Toronto,2018,715600.0,13.21
2385,Old Toronto,2018,720800.0,11.63
2386,Old Toronto,2018,709400.0,8.75
2387,Old Toronto,2018,729600.0,11.02
2388,Old Toronto,2019,719500.0,9.76
2389,Old Toronto,2019,747700.0,9.28
2390,Old Toronto,2019,748400.0,9.23
2391,Old Toronto,2019,752400.0,7.37
2392,Old Toronto,2019,761300.0,7.73
2393,Old Toronto,2019,764000.0,8.87
2394,Old Toronto,2019,768700.0,9.47
2395,Old Toronto,2019,769200.0,8.24
2396,Old Toronto,2019,769400.0,7.53
2397,Old Toronto,2019,780800.0,8.33
2398,Old Toronto,2019,790900.0,11.49
2399,Old Toronto,2019,794400.0,8.87
2400,Old Toronto,2020,800800.0,11.3
2401,Old Toronto,2020,824300.0,10.24
2402,Old Toronto,2020,845800.0,13.01
2403,Old Toronto,2020,841300.0,11.82
2404,Old Toronto,2020,837300.0,10.0
2405,Old Toronto,2020,808600.0,5.89
2406,Old Toronto,2020,813300.0,5.85
2407,Old Toronto,2020,813600.0,5.78
2408,Old Toronto,2020,805200.0,4.72
2409,Old Toronto,2020,786400.0,0.76
2410,Old Toronto,2020,775800.0,-1.91
2411,Old Toronto,2020,763700.0,-3.89
2412,Old Toronto,2021,765100.0,-4.47
2413,Old Toronto,2021,784200.0,-4.88
2414,Old Toronto,2021,814300.0,-3.77
2415,Old Toronto,2015,928300.0,3.38
2416,Old Toronto,2015,906900.0,2.25
2417,Old Toronto,2015,922100.0,3.74
2418,Old Toronto,2015,924500.0,3.34
2419,Old Toronto,2015,946800.0,6.86
2420,Old Toronto,2015,937700.0,6.64
2421,Old Toronto,2016,947200.0,5.78
2422,Old Toronto,2016,938200.0,5.61
2423,Old Toronto,2016,953900.0,4.85
2424,Old Toronto,2016,967600.0,3.56
2425,Old Toronto,2016,1002300.0,6.29
2426,Old Toronto,2016,1019400.0,9.15
2427,Old Toronto,2016,1038400.0,11.87
2428,Old Toronto,2016,1054100.0,16.29
2429,Old Toronto,2016,1054100.0,14.26
2430,Old Toronto,2016,1056900.0,14.33
2431,Old Toronto,2016,1056000.0,11.53
2432,Old Toronto,2016,1068800.0,14.03
2433,Old Toronto,2017,1100700.0,14.39
2434,Old Toronto,2017,1138500.0,19.15
2435,Old Toronto,2017,1149100.0,18.47
2436,Old Toronto,2017,1190300.0,21.46
2437,Old Toronto,2017,1215200.0,19.5
2438,Old Toronto,2017,1222100.0,17.53
2439,Old Toronto,2017,1218300.0,15.98
2440,Old Toronto,2017,1166100.0,8.45
2441,Old Toronto,2017,1175700.0,9.1
2442,Old Toronto,2017,1166100.0,7.59
2443,Old Toronto,2017,1187200.0,9.58
2444,Old Toronto,2017,1168500.0,7.1
2445,Old Toronto,2018,1178600.0,6.53
2446,Old Toronto,2018,1179000.0,3.48
2447,Old Toronto,2018,1196300.0,3.73
2448,Old Toronto,2018,1255600.0,5.25
2449,Old Toronto,2018,1239800.0,1.69
2450,Old Toronto,2018,1253700.0,2.58
2451,Old Toronto,2018,1241700.0,1.92
2452,Old Toronto,2018,1244500.0,6.52
2453,Old Toronto,2018,1236900.0,4.92
2454,Old Toronto,2018,1270400.0,8.74
2455,Old Toronto,2018,1258900.0,5.84
2456,Old Toronto,2018,1274300.0,8.8
2457,Old Toronto,2019,1236900.0,4.75
2458,Old Toronto,2019,1262800.0,6.9
2459,Old Toronto,2019,1295800.0,8.12
2460,Old Toronto,2019,1301600.0,3.47
2461,Old Toronto,2019,1326000.0,6.75
2462,Old Toronto,2019,1336100.0,6.37
2463,Old Toronto,2019,1322700.0,6.32
2464,Old Toronto,2019,1322200.0,6.24
2465,Old Toronto,2019,1307800.0,5.73
2466,Old Toronto,2019,1329800.0,4.68
2467,Old Toronto,2019,1359600.0,7.99
2468,Old Toronto,2019,1361000.0,6.81
2469,Old Toronto,2020,1354800.0,9.53
2470,Old Toronto,2020,1370600.0,8.54
2471,Old Toronto,2020,1373000.0,5.95
2472,Old Toronto,2020,1367200.0,5.08
2473,Old Toronto,2020,1363200.0,2.05
2474,Old Toronto,2020,1343000.0,-0.21
2475,Old Toronto,2020,1423800.0,7.02
2476,Old Toronto,2020,1418100.0,6.43
2477,Old Toronto,2020,1410400.0,7.21
2478,Old Toronto,2020,1399300.0,4.64
2479,Old Toronto,2020,1423300.0,4.01
2480,Old Toronto,2020,1413700.0,3.34
2481,Old Toronto,2021,1409400.0,3.32
2482,Old Toronto,2021,1428200.0,3.45
2483,Old Toronto,2021,1471500.0,6.4
2484,York,2015,1068000.0,8.02
2485,York,2015,1056100.0,9.27
2486,York,2015,1058200.0,8.04
2487,York,2015,1077200.0,9.81
2488,York,2015,1089600.0,9.24
2489,York,2015,1081300.0,9.2
2490,York,2016,1072600.0,8.04
2491,York,2016,1090600.0,8.28
2492,York,2016,1103000.0,6.88
2493,York,2016,1134400.0,8.95
2494,York,2016,1189000.0,12.85
2495,York,2016,1209500.0,13.8
2496,York,2016,1232100.0,15.37
2497,York,2016,1233700.0,16.76
2498,York,2016,1240400.0,17.16
2499,York,2016,1246100.0,15.73
2500,York,2016,1254800.0,15.16
2501,York,2016,1271800.0,17.61
2502,York,2017,1318100.0,18.84
2503,York,2017,1336900.0,20.31
2504,York,2017,1429400.0,26.96
2505,York,2017,1519300.0,31.05
2506,York,2017,1555800.0,27.92
2507,York,2017,1554400.0,25.6
2508,York,2017,1513600.0,20.12
2509,York,2017,1441000.0,14.07
2510,York,2017,1412700.0,11.1
2511,York,2017,1436800.0,12.39
2512,York,2017,1459300.0,13.32
2513,York,2017,1460300.0,11.81
2514,York,2018,1456700.0,10.42
2515,York,2018,1493300.0,11.61
2516,York,2018,1520400.0,6.29
2517,York,2018,1535100.0,0.96
2518,York,2018,1541400.0,-1.01
2519,York,2018,1531900.0,-1.45
2520,York,2018,1522500.0,0.59
2521,York,2018,1514700.0,5.19
2522,York,2018,1518900.0,6.72
2523,York,2018,1563800.0,8.87
2524,York,2018,1565300.0,7.3
2525,York,2018,1530300.0,4.91
2526,York,2019,1500600.0,3.01
2527,York,2019,1525600.0,2.2
2528,York,2019,1558000.0,2.51
2529,York,2019,1574700.0,2.59
2530,York,2019,1572600.0,2.1
2531,York,2019,1598200.0,4.44
2532,York,2019,1606600.0,5.56
2533,York,2019,1587800.0,4.83
2534,York,2019,1574700.0,3.68
2535,York,2019,1588800.0,1.6
2536,York,2019,1595100.0,1.9
2537,York,2019,1600300.0,4.57
2538,York,2020,1623800.0,8.21
2539,York,2020,1647900.0,8.01
2540,York,2020,1655700.0,6.27
2541,York,2020,1688600.0,7.23
2542,York,2020,1679600.0,6.81
2543,York,2020,1688000.0,5.62
2544,York,2020,1749100.0,8.88
2545,York,2020,1736600.0,9.34
2546,York,2020,1712500.0,8.76
2547,York,2020,1723500.0,8.48
2548,York,2020,1755900.0,10.09
2549,York,2020,1748600.0,9.13
2550,York,2021,1791400.0,10.32
2551,York,2021,1861900.0,12.96
2552,York,2021,1913100.0,15.52
2553,Old Toronto,2015,1142500.0,7.84
2554,Old Toronto,2015,1136300.0,9.56
2555,Old Toronto,2015,1141200.0,10.23
2556,Old Toronto,2015,1164200.0,12.99
2557,Old Toronto,2015,1188300.0,14.3
2558,Old Toronto,2015,1179000.0,13.34
2559,Old Toronto,2016,1202000.0,15.41
2560,Old Toronto,2016,1202600.0,13.44
2561,Old Toronto,2016,1192700.0,9.0
2562,Old Toronto,2016,1233000.0,10.49
2563,Old Toronto,2016,1280100.0,13.21
2564,Old Toronto,2016,1282600.0,12.26
2565,Old Toronto,2016,1298600.0,13.67
2566,Old Toronto,2016,1313600.0,15.59
2567,Old Toronto,2016,1334600.0,16.94
2568,Old Toronto,2016,1376100.0,18.2
2569,Old Toronto,2016,1397800.0,17.68
2570,Old Toronto,2016,1406500.0,19.29
2571,Old Toronto,2017,1403500.0,18.14
2572,Old Toronto,2017,1437400.0,20.06
2573,Old Toronto,2017,1515600.0,27.84
2574,Old Toronto,2017,1570400.0,28.08
2575,Old Toronto,2017,1574700.0,23.77
2576,Old Toronto,2017,1565700.0,22.32
2577,Old Toronto,2017,1523700.0,17.68
2578,Old Toronto,2017,1485400.0,13.43
2579,Old Toronto,2017,1485400.0,12.11
2580,Old Toronto,2017,1516300.0,10.58
2581,Old Toronto,2017,1495300.0,7.4
2582,Old Toronto,2017,1518200.0,8.18
2583,Old Toronto,2018,1517500.0,7.9
2584,Old Toronto,2018,1524300.0,5.83
2585,Old Toronto,2018,1513200.0,-0.41
2586,Old Toronto,2018,1495300.0,-5.02
2587,Old Toronto,2018,1516300.0,-3.95
2588,Old Toronto,2018,1521200.0,-2.84
2589,Old Toronto,2018,1524300.0,0.04
2590,Old Toronto,2018,1497800.0,0.83
2591,Old Toronto,2018,1515700.0,2.04
2592,Old Toronto,2018,1545900.0,1.95
2593,Old Toronto,2018,1554600.0,3.96
2594,Old Toronto,2018,1512000.0,-0.41
2595,Old Toronto,2019,1505200.0,-0.81
2596,Old Toronto,2019,1542800.0,1.21
2597,Old Toronto,2019,1529900.0,1.1
2598,Old Toronto,2019,1528600.0,2.23
2599,Old Toronto,2019,1537300.0,1.38
2600,Old Toronto,2019,1524900.0,0.24
2601,Old Toronto,2019,1516900.0,-0.45
2602,Old Toronto,2019,1510100.0,0.82
2603,Old Toronto,2019,1520600.0,0.33
2604,Old Toronto,2019,1526200.0,-1.28
2605,Old Toronto,2019,1540400.0,-0.91
2606,Old Toronto,2019,1537300.0,1.67
2607,Old Toronto,2020,1529300.0,1.6
2608,Old Toronto,2020,1570600.0,1.8
2609,Old Toronto,2020,1592800.0,4.11
2610,Old Toronto,2020,1603900.0,4.93
2611,Old Toronto,2020,1612800.0,6.23
2612,Old Toronto,2020,1588500.0,5.06
2613,Old Toronto,2020,1589800.0,6.11
2614,Old Toronto,2020,1623400.0,8.8
2615,Old Toronto,2020,1629600.0,8.36
2616,Old Toronto,2020,1627700.0,8.24
2617,Old Toronto,2020,1608400.0,6.12
2618,Old Toronto,2020,1617800.0,6.12
2619,Old Toronto,2021,1652600.0,8.86
2620,Old Toronto,2021,1719900.0,10.74
2621,Old Toronto,2021,1718000.0,8.24
2622,North York,2015,772300.0,8.4
2623,North York,2015,779100.0,7.6
2624,North York,2015,786300.0,8.96
2625,North York,2015,790300.0,10.06
2626,North York,2015,794300.0,10.37
2627,North York,2015,809800.0,13.53
2628,North York,2016,815000.0,13.25
2629,North York,2016,801800.0,10.56
2630,North York,2016,822100.0,12.19
2631,North York,2016,848500.0,13.87
2632,North York,2016,907100.0,18.13
2633,North York,2016,927400.0,19.41
2634,North York,2016,942300.0,22.0
2635,North York,2016,944200.0,21.2
2636,North York,2016,949800.0,20.86
2637,North York,2016,953000.0,20.6
2638,North York,2016,979300.0,23.37
2639,North York,2016,980900.0,21.19
2640,North York,2017,987100.0,23.45
2641,North York,2017,1008300.0,27.36
2642,North York,2017,1054000.0,29.65
2643,North York,2017,1119000.0,33.07
2644,North York,2017,1157200.0,28.35
2645,North York,2017,1145300.0,26.66
2646,North York,2017,1081000.0,17.98
2647,North York,2017,1060400.0,15.43
2648,North York,2017,1044000.0,12.84
2649,North York,2017,1017600.0,9.1
2650,North York,2017,1015600.0,6.36
2651,North York,2017,1031200.0,7.42
2652,North York,2018,1044000.0,7.45
2653,North York,2018,1055300.0,6.32
2654,North York,2018,1056900.0,1.76
2655,North York,2018,1028500.0,-6.65
2656,North York,2018,1078700.0,-5.33
2657,North York,2018,1084100.0,-5.34
2658,North York,2018,1070100.0,-1.01
2659,North York,2018,1053000.0,-0.7
2660,North York,2018,1044000.0,0.0
2661,North York,2018,1041300.0,2.33
2662,North York,2018,1053800.0,3.76
2663,North York,2018,1046400.0,1.47
2664,North York,2019,1048700.0,0.45
2665,North York,2019,1048700.0,-0.63
2666,North York,2019,1087700.0,2.91
2667,North York,2019,1093900.0,6.36
2668,North York,2019,1110200.0,2.92
2669,North York,2019,1097400.0,1.22
2670,North York,2019,1105200.0,3.24
2671,North York,2019,1097000.0,4.18
2672,North York,2019,1093900.0,4.77
2673,North York,2019,1126200.0,8.15
2674,North York,2019,1129300.0,7.17
2675,North York,2019,1137900.0,8.75
2676,North York,2020,1125000.0,7.28
2677,North York,2020,1158500.0,10.47
2678,North York,2020,1185800.0,9.02
2679,North York,2020,1188100.0,8.65
2680,North York,2020,1199800.0,8.07
2681,North York,2020,1175700.0,7.13
2682,North York,2020,1167100.0,5.6
2683,North York,2020,1167900.0,6.46
2684,North York,2020,1160100.0,6.05
2685,North York,2020,1141400.0,1.35
2686,North York,2020,1119600.0,-0.86
2687,North York,2020,1139900.0,0.17
2688,North York,2021,1134000.0,0.8
2689,North York,2021,1178800.0,1.85
2690,North York,2021,1243500.0,4.89
2691,North York,2015,620300.0,7.5
2692,North York,2015,619900.0,7.95
2693,North York,2015,633300.0,10.02
2694,North York,2015,644700.0,12.8
2695,North York,2015,639800.0,9.65
2696,North York,2015,655000.0,11.46
2697,North York,2016,693900.0,18.54
2698,North York,2016,664000.0,13.57
2699,North York,2016,668100.0,11.91
2700,North York,2016,689400.0,13.07
2701,North York,2016,729300.0,18.4
2702,North York,2016,749900.0,19.49
2703,North York,2016,754900.0,21.77
2704,North York,2016,755700.0,22.02
2705,North York,2016,774600.0,22.35
2706,North York,2016,779400.0,20.95
2707,North York,2016,790700.0,23.56
2708,North York,2016,800400.0,22.25
2709,North York,2017,805900.0,21.19
2710,North York,2017,819000.0,23.24
2711,North York,2017,861700.0,28.59
2712,North York,2017,912400.0,32.18
2713,North York,2017,935600.0,27.95
2714,North York,2017,942400.0,25.65
2715,North York,2017,922000.0,22.3
2716,North York,2017,902300.0,19.8
2717,North York,2017,893600.0,16.3
2718,North York,2017,871800.0,12.25
2719,North York,2017,858300.0,9.15
2720,North York,2017,853800.0,7.3
2721,North York,2018,856600.0,6.72
2722,North York,2018,873200.0,6.81
2723,North York,2018,885300.0,2.57
2724,North York,2018,886700.0,-2.84
2725,North York,2018,903300.0,-3.48
2726,North York,2018,900900.0,-4.41
2727,North York,2018,888100.0,-3.68
2728,North York,2018,890200.0,-1.34
2729,North York,2018,882500.0,-1.24
2730,North York,2018,871100.0,-0.08
2731,North York,2018,875300.0,1.98
2732,North York,2018,857300.0,0.41
2733,North York,2019,872200.0,1.82
2734,North York,2019,883600.0,1.19
2735,North York,2019,885000.0,-0.04
2736,North York,2019,894000.0,0.82
2737,North York,2019,911600.0,0.92
2738,North York,2019,898500.0,-0.27
2739,North York,2019,910600.0,2.53
2740,North York,2019,904000.0,1.55
2741,North York,2019,904700.0,2.51
2742,North York,2019,913700.0,4.88
2743,North York,2019,920600.0,5.18
2744,North York,2019,921600.0,7.51
2745,North York,2020,923000.0,5.83
2746,North York,2020,946900.0,7.17
2747,North York,2020,975600.0,10.24
2748,North York,2020,989400.0,10.68
2749,North York,2020,995300.0,9.18
2750,North York,2020,966600.0,7.59
2751,North York,2020,974200.0,6.99
2752,North York,2020,969700.0,7.31
2753,North York,2020,968300.0,7.04
2754,North York,2020,961800.0,5.26
2755,North York,2020,956900.0,3.95
2756,North York,2020,958300.0,3.98
2757,North York,2021,967300.0,4.84
2758,North York,2021,993900.0,4.93
2759,North York,2021,1028200.0,5.39
2760,Old Toronto,2015,459600.0,0.85
2761,Old Toronto,2015,458800.0,1.83
2762,Old Toronto,2015,455700.0,3.45
2763,Old Toronto,2015,455700.0,0.34
2764,Old Toronto,2015,459900.0,0.17
2765,Old Toronto,2015,461900.0,0.22
2766,Old Toronto,2016,459100.0,0.79
2767,Old Toronto,2016,462000.0,2.75
2768,Old Toronto,2016,476400.0,4.82
2769,Old Toronto,2016,477700.0,5.4
2770,Old Toronto,2016,479200.0,5.08
2771,Old Toronto,2016,487400.0,6.71
2772,Old Toronto,2016,495100.0,7.73
2773,Old Toronto,2016,500800.0,9.15
2774,Old Toronto,2016,500300.0,9.77
2775,Old Toronto,2016,509100.0,11.69
2776,Old Toronto,2016,526800.0,14.56
2777,Old Toronto,2016,533000.0,15.38
2778,Old Toronto,2017,564200.0,19.28
2779,Old Toronto,2017,579900.0,19.43
2780,Old Toronto,2017,610900.0,21.66
2781,Old Toronto,2017,643800.0,27.67
2782,Old Toronto,2017,654000.0,30.59
2783,Old Toronto,2017,649200.0,27.61
2784,Old Toronto,2017,629100.0,22.02
2785,Old Toronto,2017,619700.0,17.98
2786,Old Toronto,2017,621800.0,18.55
2787,Old Toronto,2017,624700.0,16.83
2788,Old Toronto,2017,623600.0,14.56
2789,Old Toronto,2017,639000.0,15.62
2790,Old Toronto,2018,646900.0,14.92
2791,Old Toronto,2018,652100.0,13.37
2792,Old Toronto,2018,678800.0,11.37
2793,Old Toronto,2018,686900.0,7.14
2794,Old Toronto,2018,689800.0,5.95
2795,Old Toronto,2018,685600.0,5.6
2796,Old Toronto,2018,689300.0,9.56
2797,Old Toronto,2018,693200.0,11.86
2798,Old Toronto,2018,707400.0,13.75
2799,Old Toronto,2018,719400.0,15.2
2800,Old Toronto,2018,718100.0,15.18
2801,Old Toronto,2018,706600.0,10.6
2802,Old Toronto,2019,703400.0,8.77
2803,Old Toronto,2019,719600.0,10.39
2804,Old Toronto,2019,730400.0,7.67
2805,Old Toronto,2019,733800.0,6.85
2806,Old Toronto,2019,736900.0,6.86
2807,Old Toronto,2019,744000.0,8.5
2808,Old Toronto,2019,756300.0,9.75
2809,Old Toronto,2019,760400.0,9.69
2810,Old Toronto,2019,759100.0,7.32
2811,Old Toronto,2019,758600.0,5.45
2812,Old Toronto,2019,760200.0,5.86
2813,Old Toronto,2019,763300.0,8.03
2814,Old Toronto,2020,765700.0,8.85
2815,Old Toronto,2020,788900.0,9.63
2816,Old Toronto,2020,815100.0,11.6
2817,Old Toronto,2020,826100.0,12.58
2818,Old Toronto,2020,799200.0,8.45
2819,Old Toronto,2020,785300.0,5.55
2820,Old Toronto,2020,786900.0,4.05
2821,Old Toronto,2020,777200.0,2.2
2822,Old Toronto,2020,770100.0,1.45
2823,Old Toronto,2020,756000.0,-0.34
2824,Old Toronto,2020,735600.0,-3.23
2825,Old Toronto,2020,727800.0,-4.66
2826,Old Toronto,2021,733000.0,-4.27
2827,Old Toronto,2021,745800.0,-5.44
2828,Old Toronto,2021,775600.0,-4.84
2829,Old Toronto,2015,1001000.0,-2.11
2830,Old Toronto,2015,999600.0,1.36
2831,Old Toronto,2015,1024100.0,1.62
2832,Old Toronto,2015,1043400.0,3.31
2833,Old Toronto,2015,1058200.0,5.95
2834,Old Toronto,2015,1045600.0,7.15
2835,Old Toronto,2016,1027800.0,8.13
2836,Old Toronto,2016,1063400.0,11.88
2837,Old Toronto,2016,1072300.0,11.85
2838,Old Toronto,2016,1053000.0,8.16
2839,Old Toronto,2016,1041100.0,8.68
2840,Old Toronto,2016,1064100.0,9.81
2841,Old Toronto,2016,1069400.0,6.82
